game,release_date,price,metascore,owners,avg_playtime,median_playtime,developers,publishers,trending
BSL Winter Games Challenge,2017-11-30,2.99,NA,"0 .. 20,000",0,0,Vtree LLC,VTree LLC,NA
Grimrush,2017-11-30,3.99,NA,"0 .. 20,000",0,0,Merge Heroes,Pohjoinen Pelinkehitys ry,NA
Battle Runner,2017-11-30,0.99,NA,"0 .. 20,000",0,0,Muzaku,Muzaku,NA
Park Bound,2017-11-30,14.99,NA,"0 .. 20,000",0,0,Bambastic Games,Bambastic Games,NA
OnsenVR,2017-11-30,8.99,NA,"0 .. 20,000",0,0,qUATERNIon,qUATERNIon,NA
Brink of Extinction,2017-11-30,3.99,NA,"0 .. 20,000",0,0,Correcture Games AB,Correcture Games AB,NA
Disassembly 3D,2017-11-30,29.99,NA,"0 .. 20,000",0,0,Khor Chin Heong,Khor Chin Heong,NA
D.F.R.: The Light,2017-11-30,0.99,NA,"0 .. 20,000",0,0,Nothing Rhymes With Entertainment,Nothing Rhymes With Entertainment,NA
Magic Siege - Defender,2017-11-30,1.14,NA,"0 .. 20,000",0,0,Oriplay,"Cristian Manolachi, Atomic Fabrik",NA
Super Shoot Owl,2017-11-30,0,NA,"0 .. 20,000",0,0,Shazard G Bansraj,Shazard G Bansraj,NA
Miles & Kilo,2017-11-30,7.99,NA,"0 .. 20,000",0,0,Michael Burns,Michael Burns,NA
Slumlord Simulator,2017-11-30,3.99,NA,"0 .. 20,000",0,0,Slumlord Industries,Slumlord Industries,NA
It's Quiz Time,2017-11-30,19.99,NA,"0 .. 20,000",0,0,Snap Finger Click,Vision Games Publishing LTD,NA
Slice of Life,2017-11-30,4.99,NA,"0 .. 20,000",0,0,FurGoldGames,FurGoldGames,NA
Totally Realistic Sledding VR,2017-11-30,9.99,NA,"0 .. 20,000",0,0,Plectrum Software,Plectrum Software,NA
Hidden Object Adventure: Around the World in 80 Days,2017-11-30,2.99,NA,"0 .. 20,000",0,0,Crisp App Studio,Crisp App Studio,NA
Starship Clicker,2017-11-30,0.99,NA,"0 .. 20,000",0,0,Circumlocutory Games,Circumlocutory Games,NA
Feed the Animals,2017-11-30,0.99,NA,"0 .. 20,000",0,0,Attila Vitez,Capiproducts,NA
Drive//Shaft,2017-11-30,0.99,NA,"0 .. 20,000",0,0,Spotted Zebra Software LLC,Spotted Zebra Software LLC,NA
Schlag den Star - Das Spiel,2017-11-30,9.99,NA,"0 .. 20,000",0,0,Lost the Game Studios,bitComposer Interactive GmbH,NA
Esports Life: Ep.1 - Dreams of Glory,2017-11-30,19.99,NA,"0 .. 20,000",0,0,U-Play Online,"U-Play Online,",NA
BEATris,2017-11-30,2.99,NA,"0 .. 20,000",0,0,Rhythmical Badass,Rhythmical Badass,NA
Hunter of Antiques,2017-11-30,2.99,NA,"0 .. 20,000",0,0,Tomáš Sabol,Tomáš Sabol,NA
Unknightly,2017-11-30,19.99,NA,"0 .. 20,000",0,0,Portal Studios,Portal Studios,NA
Hold Your Own,2017-11-30,14.99,NA,"0 .. 20,000",0,0,DistrictWare inc.,DistrictWare inc.,NA
BAPTISM,2017-11-30,1.99,NA,"0 .. 20,000",0,0,Samantha Arehart,Samantha Arehart,NA
Dungeons & Treasure VR,2017-11-30,19.99,NA,"0 .. 20,000",0,0,SDC Ventures,SDC Ventures,NA
NOBUNAGA'S AMBITION: Taishi / 信長の野望･大志,2017-11-29,59.99,NA,"100,000 .. 200,000",0,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",NA
Sky Force Reloaded,2017-11-29,9.99,NA,"50,000 .. 100,000",0,0,Infinite Dreams,Infinite Dreams,NA
Carcassonne - Tiles & Tactics,2017-11-29,9.99,NA,"50,000 .. 100,000",0,0,"Asmodee Digital, Frima Studio",Asmodee Digital,NA
La Tale - Evolved,2017-11-29,0,NA,"50,000 .. 100,000",0,0,Actoz Soft,Papaya Play,NA
Air Combat Arena,2017-11-29,0.99,NA,"20,000 .. 50,000",0,0,Sky Coder,Sky Coder,NA
Ghoulboy - Dark Sword of Goblin,2017-11-29,7.99,NA,"20,000 .. 50,000",0,0,Serkan Bakar,Serkan Bakar,NA
Super Dungeon Boy,2017-11-29,0.99,NA,"20,000 .. 50,000",0,0,Tower Up Studios,Tower Up Studios,NA
Destroy Space Aliens,2017-11-29,9.99,NA,"0 .. 20,000",0,0,"Flying Fire, LLC","Flying Fire, LLC",NA
Draft Day Sports: Pro Basketball 2018,2017-11-29,14.99,NA,"0 .. 20,000",0,0,Wolverine Studios,Wolverine Studios,NA
SK8,2017-11-29,1.99,NA,"0 .. 20,000",0,0,Hcor3,Hcor3,NA
Elevator... to the Moon!,2017-11-29,9.99,NA,"0 .. 20,000",0,0,Roccat Games Studio,Roccat Games Studio,NA
Snail Trek - Chapter 1: Intershellar,2017-11-29,0,NA,"0 .. 20,000",0,0,Phil Fortier,Phil Fortier,NA
Shout Of Survival,2017-11-29,4.99,NA,"0 .. 20,000",0,0,Hako Games,Hako Games,NA
Monarch of Greed - Act 1,2017-11-29,0.99,NA,"0 .. 20,000",0,0,Lled Games,Lled Games,NA
W4RR-i/o-RS,2017-11-29,1.99,NA,"0 .. 20,000",0,0,Xitilon,Xitilon,NA
Subwar 2050,2017-11-29,9.99,NA,"0 .. 20,000",0,0,Particle Systems Ltd.,Interplay,NA
Defenders of Tetsoidea Academy,2017-11-29,0,NA,"0 .. 20,000",0,0,Brewsterland Studios,Brewsterland Studios,NA
Attack of the Bugs,2017-11-29,7.99,NA,"0 .. 20,000",0,0,Empty Clip Studios,Empty Clip Studios,NA
Son of Scoregasm,2017-11-29,4.99,NA,"0 .. 20,000",0,0,R C Knight,Charlie's Games,NA
Frutakia 2,2017-11-29,3.99,NA,"0 .. 20,000",0,0,Crazysoft Limited,Crazysoft Limited,NA
Robot's Mystery,2017-11-29,3.99,NA,"0 .. 20,000",0,0,"Tomer Caner, Nitay Parnes",Indie,NA
Soccer Simulation,2017-11-29,14.99,NA,"0 .. 20,000",0,0,Speedy,Speedy,NA
Game Tengoku CruisinMix Special,2017-11-29,29.99,NA,"0 .. 20,000",0,0,"CITY CONNECTION, Chara-Ani",Degica,NA
Rush Rover,2017-11-29,4.99,NA,"0 .. 20,000",0,0,radio,"radio, indienova",NA
Divide & Conquer,2017-11-29,9.99,NA,"0 .. 20,000",0,0,Lunchbox Edu,Lunchbox Edu,NA
Street Heat,2017-11-29,7.99,NA,"0 .. 20,000",0,0,Astalo Games,PQube Limited,NA
Dark and Bright,2017-11-29,3.99,NA,"0 .. 20,000",0,0,Rinober Games,Rinober Games,NA
Go! Go! Radio : 8-Bit Edition,2017-11-29,0.99,NA,"0 .. 20,000",0,0,Bacq Stellan,NA,NA
拼词游戏 2017,2017-11-29,0.99,NA,"0 .. 20,000",0,0,Mianwowo,Mianwowo,NA
Keyboard Engine,2017-11-29,3.99,NA,"0 .. 20,000",0,0,David Ko,PIXIMAP,NA
Burgle Bros.,2017-11-29,4.99,NA,"0 .. 20,000",0,0,Fowers Games,Fowers Games,NA
A Day For A Kitten,2017-11-29,1.99,NA,"0 .. 20,000",0,0,橘喵喵,橘喵喵,NA
Corridor 15 Firts,2017-11-29,4.99,NA,"0 .. 20,000",0,0,aDeCon Production,aDeCon Production,NA
My Free Zoo,2017-11-28,0,NA,"50,000 .. 100,000",0,0,upjers,upjers,NA
STAR OCEAN - THE LAST HOPE - 4K & Full HD Remaster,2017-11-28,10.49,NA,"50,000 .. 100,000",0,0,"Square Enix, tri-Ace",Square Enix,NA
TurretMaster,2017-11-28,2.99,NA,"0 .. 20,000",0,0,Hikati Games,Hikati Games LLC,NA
Black Mirror,2017-11-28,29.99,NA,"0 .. 20,000",0,0,KING Art,THQ Nordic,NA
